Timestamp,Submitted By,Lead ID,Retailer Name,Product Name (PT Input),Product Name,Product SKU,Retailer Link,Amazon link,Purchased?,Purchase More If Available?,Pros:,Cons:,Other Notes/Concerns,Head of Product Review/Notes,Feedback and Notes on Quantity,Suggested Total QTY,Pairs Per LEAD ID,Pairs Per SKU,PPU (including ship),RSP,MARGIN,Promo Code?,Sales Rank,ASIN 1,ASIN 1 Size,ASIN 1 Recommended Quantity,ASIN 2,ASIN 2 Size,ASIN 2 Recommended Quantity,ASIN 3,ASIN 3 Size,ASIN 3 Recommended Quantity,ASIN 4,ASIN 4 Size,ASIN 4 Recommended Quantity,ASIN 5,ASIN 5 Size,ASIN 5 Recommended Quantity,ASIN 6,ASIN 6 Size,ASIN 6 Recommended Quantity,ASIN 7,ASIN 7 Size,ASIN 7 Recommended Quantity,ASIN 8,ASIN 8 Size,ASIN 8 Recommended Quantity,ASIN 9,ASIN 9 Size,ASIN 9 Recommended Quantity,ASIN 10,ASIN 10 Size,ASIN 10 Recommended Quantity,ASIN 11,ASIN 11 Size,ASIN 11 Recommended Quantity,ASIN 12,ASIN 12 Size,ASIN 12 Recommended Quantity,ASIN 13,ASIN 13 Size,ASIN 13 Recommended Quantity,ASIN 13,ASIN 13 Size,ASIN 13 Recommended Quantity,ASIN 14,ASIN 14 Size,ASIN 14 Recommended Quantity,ASIN 15,ASIN 15 Size,ASIN 15 Recommended Quantity,,ASIN 1 Buy Box,ASIN 1 New Price,Pick&Pack Fee,Referral Fee,Total Fee,Margin Using RSP,,,,Monitored?,Month,Day,,Year,,HH,MM,SS,YY,MM,DD,HH,MM,SS,Sourcer,Lead ID,Image URL
10/8/2025 12:35,Griffin,251008123557GN,Nike,Nike KD 18 Aunt Pearl,Nike KD 18 Aunt Pearl,HV1997-600,https://www.nike.com/t/kd18-aunt-pearl-basketball-shoes-RHkufrOV/HV1997-600,https://stockx.com/nike-kd-18-aunt-pearl,Yes,Pending Review,,,,StockX lead,,1,1,1,$163.70 ,$170.00 ,-,,,HV1997-600-7.5,7.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No data available,No data available,No data available,No data available,#VALUE!,#VALUE!,,,,,10,8,2025 12:35:57,2025,12:35:57,12,35,57,25,10,8,12,35,57,GN,251008123557GN,
